evaluations raw_y
1 25.0000000000
7 26.0000000000
9 27.0000000000
10 28.0000000000
55 30.0000000000
462 32.0000000000
595 33.0000000000
640 34.0000000000
1051 36.0000000000
1170 38.0000000000
2367 40.0000000000
42197 25.0000000000
evaluations raw_y
1 32.0000000000
25 33.0000000000
48 34.0000000000
282 35.0000000000
406 37.0000000000
415 38.0000000000
5539 39.0000000000
5559 40.0000000000
19408 41.0000000000
42198 30.0000000000
evaluations raw_y
1 25.0000000000
3 26.0000000000
4 31.0000000000
215 32.0000000000
217 33.0000000000
265 35.0000000000
612 37.0000000000
800 38.0000000000
830 39.0000000000
1600 40.0000000000
2505 41.0000000000
42198 37.0000000000
evaluations raw_y
1 29.0000000000
27 30.0000000000
28 31.0000000000
69 33.0000000000
1628 34.0000000000
2386 35.0000000000
2502 36.0000000000
2545 37.0000000000
3713 38.0000000000
3719 39.0000000000
3723 40.0000000000
9151 41.0000000000
9162 42.0000000000
33332 43.0000000000
42200 24.0000000000
evaluations raw_y
1 22.0000000000
2 23.0000000000
3 30.0000000000
7 31.0000000000
434 32.0000000000
449 33.0000000000
606 34.0000000000
640 37.0000000000
805 38.0000000000
3907 40.0000000000
20212 41.0000000000
42199 32.0000000000
evaluations raw_y
1 24.0000000000
2 25.0000000000
3 28.0000000000
5 29.0000000000
6 30.0000000000
110 31.0000000000
222 32.0000000000
223 33.0000000000
240 34.0000000000
299 35.0000000000
410 36.0000000000
458 37.0000000000
3107 38.0000000000
4443 40.0000000000
7878 41.0000000000
40009 42.0000000000
42202 26.0000000000
evaluations raw_y
1 23.0000000000
2 25.0000000000
4 27.0000000000
48 28.0000000000
89 29.0000000000
216 31.0000000000
230 32.0000000000
409 34.0000000000
1054 35.0000000000
4105 36.0000000000
4225 37.0000000000
4253 38.0000000000
4408 39.0000000000
4425 40.0000000000
12053 41.0000000000
42198 25.0000000000
evaluations raw_y
1 19.0000000000
2 23.0000000000
3 24.0000000000
4 26.0000000000
5 31.0000000000
295 32.0000000000
301 33.0000000000
424 34.0000000000
472 35.0000000000
484 36.0000000000
486 37.0000000000
796 38.0000000000
801 39.0000000000
1012 40.0000000000
1042 41.0000000000
33731 42.0000000000
42197 29.0000000000
evaluations raw_y
1 30.0000000000
5 31.0000000000
21 33.0000000000
278 35.0000000000
979 36.0000000000
4051 37.0000000000
4449 38.0000000000
4459 39.0000000000
4970 41.0000000000
28376 42.0000000000
42199 27.0000000000
evaluations raw_y
1 23.0000000000
2 28.0000000000
7 30.0000000000
293 31.0000000000
405 32.0000000000
424 33.0000000000
3066 34.0000000000
3090 35.0000000000
3123 36.0000000000
11090 37.0000000000
14507 38.0000000000
14922 39.0000000000
25919 40.0000000000
37671 42.0000000000
42201 30.0000000000
evaluations raw_y
1 24.0000000000
3 25.0000000000
4 27.0000000000
5 28.0000000000
72 30.0000000000
438 31.0000000000
661 32.0000000000
1372 33.0000000000
1817 34.0000000000
2357 35.0000000000
2500 36.0000000000
2524 37.0000000000
3113 38.0000000000
3266 39.0000000000
3284 41.0000000000
25917 42.0000000000
42201 25.0000000000
evaluations raw_y
1 32.0000000000
24 33.0000000000
27 34.0000000000
66 35.0000000000
77 36.0000000000
217 37.0000000000
2895 38.0000000000
2935 39.0000000000
3322 40.0000000000
3481 41.0000000000
3483 42.0000000000
42194 31.0000000000
evaluations raw_y
1 21.0000000000
2 25.0000000000
9 26.0000000000
47 30.0000000000
441 31.0000000000
460 32.0000000000
478 33.0000000000
990 34.0000000000
1000 35.0000000000
1047 36.0000000000
1055 37.0000000000
2525 38.0000000000
2538 39.0000000000
3150 40.0000000000
7091 42.0000000000
42203 27.0000000000
evaluations raw_y
1 24.0000000000
3 26.0000000000
4 30.0000000000
406 31.0000000000
441 32.0000000000
662 33.0000000000
1947 34.0000000000
1949 35.0000000000
3086 36.0000000000
3104 37.0000000000
3263 38.0000000000
6351 39.0000000000
6512 42.0000000000
36776 28.0000000000
