evaluations raw_y
22521 45.0000000000
42205 32.0000000000
evaluations raw_y
1 26.0000000000
3 27.0000000000
10 34.0000000000
1582 35.0000000000
1978 36.0000000000
3857 37.0000000000
3859 38.0000000000
4043 39.0000000000
4231 40.0000000000
6885 41.0000000000
9375 42.0000000000
16231 43.0000000000
42205 36.0000000000
evaluations raw_y
1 18.0000000000
2 27.0000000000
3 29.0000000000
5 31.0000000000
622 32.0000000000
1928 33.0000000000
2139 34.0000000000
2518 35.0000000000
3328 36.0000000000
3336 37.0000000000
3507 39.0000000000
4027 40.0000000000
5612 41.0000000000
5770 42.0000000000
5775 43.0000000000
19864 44.0000000000
20034 45.0000000000
42208 29.0000000000
evaluations raw_y
1 29.0000000000
21 30.0000000000
48 31.0000000000
83 32.0000000000
442 33.0000000000
468 34.0000000000
629 35.0000000000
631 36.0000000000
994 37.0000000000
3307 38.0000000000
6327 39.0000000000
12419 40.0000000000
12441 41.0000000000
27056 42.0000000000
27085 43.0000000000
42200 30.0000000000
evaluations raw_y
1 20.0000000000
3 22.0000000000
4 29.0000000000
5 37.0000000000
3917 38.0000000000
4035 39.0000000000
4066 40.0000000000
5390 41.0000000000
5415 43.0000000000
27412 44.0000000000
29114 45.0000000000
29169 46.0000000000
29694 47.0000000000
42209 28.0000000000
evaluations raw_y
1 31.0000000000
24 32.0000000000
226 33.0000000000
229 34.0000000000
257 35.0000000000
1632 36.0000000000
1749 38.0000000000
1800 39.0000000000
28737 40.0000000000
36917 41.0000000000
42198 35.0000000000
evaluations raw_y
1 26.0000000000
2 30.0000000000
10 31.0000000000
25 32.0000000000
31 33.0000000000
406 34.0000000000
432 35.0000000000
458 36.0000000000
468 37.0000000000
808 38.0000000000
1067 39.0000000000
1182 40.0000000000
2960 41.0000000000
18469 42.0000000000
18667 43.0000000000
38261 44.0000000000
42201 31.0000000000
evaluations raw_y
1 24.0000000000
3 28.0000000000
75 29.0000000000
430 30.0000000000
847 32.0000000000
1011 34.0000000000
1631 35.0000000000
2777 36.0000000000
2893 37.0000000000
2925 38.0000000000
3076 39.0000000000
10702 40.0000000000
10867 41.0000000000
11066 42.0000000000
11439 43.0000000000
11454 44.0000000000
42205 31.0000000000
evaluations raw_y
1 31.0000000000
23 32.0000000000
233 33.0000000000
410 34.0000000000
428 35.0000000000
450 37.0000000000
605 38.0000000000
811 39.0000000000
826 40.0000000000
1582 41.0000000000
23054 43.0000000000
23265 44.0000000000
24034 45.0000000000
42199 31.0000000000
