evaluations raw_y
3 -275.0000000000
18 -243.0000000000
533 -215.0000000000
874 -195.0000000000
1250 -168.0000000000
1406 -128.0000000000
2026 -121.0000000000
2107 -108.0000000000
2402 -95.0000000000
3232 -75.0000000000
3538 -62.0000000000
4070 -61.0000000000
4322 -49.0000000000
4771 -40.0000000000
5365 -42.0000000000
evaluations raw_y
1 -436.0000000000
3 -328.0000000000
17 -194.0000000000
775 -188.0000000000
1070 -187.0000000000
2267 -167.0000000000
2426 -160.0000000000
2674 -141.0000000000
2933 -94.0000000000
3368 -67.0000000000
3569 -54.0000000000
4139 -40.0000000000
5113 -27.0000000000
5365 -40.0000000000
evaluations raw_y
1 -484.0000000000
2 -403.0000000000
7 -322.0000000000
9 -194.0000000000
740 -107.0000000000
1981 -87.0000000000
2449 -61.0000000000
3943 -60.0000000000
4013 -54.0000000000
4294 -34.0000000000
5365 -34.0000000000
evaluations raw_y
1 -335.0000000000
7 -302.0000000000
8 -241.0000000000
668 -208.0000000000
689 -201.0000000000
874 -188.0000000000
1475 -175.0000000000
1736 -174.0000000000
1931 -161.0000000000
1970 -134.0000000000
2036 -121.0000000000
2549 -114.0000000000
2582 -107.0000000000
2872 -74.0000000000
3538 -48.0000000000
3863 -41.0000000000
4645 -28.0000000000
5365 -54.0000000000
evaluations raw_y
1 -342.0000000000
5 -322.0000000000
21 -255.0000000000
23 -222.0000000000
74 -208.0000000000
740 -175.0000000000
992 -141.0000000000
1540 -101.0000000000
1883 -81.0000000000
2072 -61.0000000000
2840 -55.0000000000
3068 -48.0000000000
4235 -35.0000000000
5321 -29.0000000000
5330 -28.0000000000
5351 -14.0000000000
5363 -2.0000000000
5365 -48.0000000000
evaluations raw_y
1 -403.0000000000
3 -316.0000000000
13 -302.0000000000
18 -295.0000000000
23 -275.0000000000
38 -208.0000000000
992 -201.0000000000
1094 -181.0000000000
1199 -127.0000000000
1234 -121.0000000000
1658 -82.0000000000
2072 -81.0000000000
2611 -68.0000000000
2702 -49.0000000000
2933 -48.0000000000
3929 -41.0000000000
3956 -9.0000000000
5365 -61.0000000000
