evaluations raw_y
973 -281.0000000000
991 -268.0000000000
1055 -201.0000000000
1100 -188.0000000000
1135 -181.0000000000
1178 -161.0000000000
1216 -134.0000000000
1256 -121.0000000000
1270 -114.0000000000
1313 -94.0000000000
1333 -87.0000000000
1355 -74.0000000000
1391 -68.0000000000
1406 -42.0000000000
1481 -29.0000000000
1541 -16.0000000000
5005 -375.0000000000
evaluations raw_y
1 -403.0000000000
2 -248.0000000000
8 -154.0000000000
5005 -504.0000000000
evaluations raw_y
1 -571.0000000000
2 -430.0000000000
3 -423.0000000000
4 -355.0000000000
9 -268.0000000000
4421 -242.0000000000
4466 -195.0000000000
4555 -188.0000000000
4618 -175.0000000000
4645 -168.0000000000
4663 -148.0000000000
4708 -121.0000000000
4778 -114.0000000000
4835 -101.0000000000
4843 -94.0000000000
4850 -88.0000000000
5005 -148.0000000000
evaluations raw_y
1 -416.0000000000
2 -315.0000000000
3 -289.0000000000
806 -282.0000000000
830 -255.0000000000
875 -201.0000000000
911 -174.0000000000
956 -160.0000000000
991 -154.0000000000
1010 -141.0000000000
1036 -114.0000000000
1178 -101.0000000000
1198 -88.0000000000
1270 -75.0000000000
1450 -55.0000000000
5005 -450.0000000000
evaluations raw_y
1 -497.0000000000
2 -261.0000000000
4085 -235.0000000000
4145 -188.0000000000
4205 -141.0000000000
4366 -128.0000000000
4370 -114.0000000000
4385 -101.0000000000
4445 -81.0000000000
4580 -74.0000000000
4636 -34.0000000000
4775 -21.0000000000
4790 -14.0000000000
4856 -8.0000000000
5005 -69.0000000000
evaluations raw_y
1 -410.0000000000
4 -215.0000000000
5005 -349.0000000000
evaluations raw_y
1 -504.0000000000
2 -450.0000000000
5 -295.0000000000
6 -255.0000000000
856 -254.0000000000
890 -187.0000000000
965 -174.0000000000
991 -127.0000000000
1045 -114.0000000000
1081 -67.0000000000
1091 -54.0000000000
1136 -47.0000000000
1171 -41.0000000000
1211 -35.0000000000
1385 -9.0000000000
5005 -423.0000000000
evaluations raw_y
1 -390.0000000000
2 -369.0000000000
8 -362.0000000000
20 -343.0000000000
35 -329.0000000000
56 -302.0000000000
170 -275.0000000000
191 -255.0000000000
200 -235.0000000000
226 -208.0000000000
281 -155.0000000000
371 -135.0000000000
478 -115.0000000000
595 -95.0000000000
5005 -349.0000000000
evaluations raw_y
1 -328.0000000000
8 -322.0000000000
50 -301.0000000000
65 -281.0000000000
101 -268.0000000000
145 -261.0000000000
226 -241.0000000000
253 -228.0000000000
343 -221.0000000000
350 -201.0000000000
388 -174.0000000000
433 -127.0000000000
485 -94.0000000000
545 -67.0000000000
641 -47.0000000000
5005 -362.0000000000
evaluations raw_y
1 -369.0000000000
3 -328.0000000000
6 -262.0000000000
4361 -261.0000000000
4406 -241.0000000000
4430 -221.0000000000
4550 -201.0000000000
4610 -174.0000000000
4670 -167.0000000000
4726 -100.0000000000
4736 -66.0000000000
4798 -46.0000000000
4835 -40.0000000000
5005 -161.0000000000
evaluations raw_y
1 -261.0000000000
11 -241.0000000000
91 -221.0000000000
146 -201.0000000000
188 -194.0000000000
208 -174.0000000000
316 -167.0000000000
368 -147.0000000000
530 -134.0000000000
560 -127.0000000000
586 -114.0000000000
631 -94.0000000000
650 -88.0000000000
676 -81.0000000000
695 -67.0000000000
740 -61.0000000000
755 -54.0000000000
770 -48.0000000000
776 -35.0000000000
860 -22.0000000000
875 -16.0000000000
935 -15.0000000000
955 -10.0000000000
973 -9.0000000000
1115 4.0000000000
5005 -368.0000000000
