evaluations raw_y
72 1.9500780031
107 2.1079258010
113 2.3992322457
115 2.8868360277
175 2.9411764706
176 3.2467532468
255 3.6231884058
441 3.7091988131
687 3.7993920973
1445 3.8940809969
1622 3.9936102236
2328 4.0983606557
2643 4.8638132296
5005 2.9976019185
evaluations raw_y
1 1.2388503469
2 1.4318442153
4 1.4863258026
8 1.7337031900
53 1.9025875190
102 2.3992322457
192 2.4366471735
249 2.5562372188
821 2.9976019185
1362 3.3156498674
5005 1.1150758252
evaluations raw_y
1 1.2899896801
4 1.4188422247
13 1.8142235123
33 1.8355359765
58 2.6427061311
215 2.9976019185
529 3.1172069825
1935 3.3875338753
4406 3.4626038781
5005 1.9025875190
evaluations raw_y
1 1.0766580534
4 1.2588116818
13 1.2690355330
14 1.3116474292
20 1.4060742407
22 1.4318442153
25 1.6960651289
44 1.9500780031
66 2.0000000000
97 2.0798668885
129 2.1367521368
181 2.2281639929
252 2.3992322457
374 2.4752475248
410 3.1172069825
4178 3.4626038781
5005 1.9747235387
evaluations raw_y
1 0.9349289454
3 1.1825922422
5 1.3691128149
7 2.1367521368
74 2.2603978300
230 2.3629489603
250 2.3992322457
294 2.6881720430
1492 3.0562347188
2901 3.5410764873
3183 3.7091988131
5005 1.2100677638
evaluations raw_y
1 0.9758001561
4 1.0407993339
5 1.3007284079
10 2.2603978300
214 2.3629489603
310 2.5987525988
346 2.8344671202
612 2.9411764706
1831 3.0562347188
3887 3.1172069825
4215 3.2467532468
5005 1.7337031900
evaluations raw_y
1 0.7966857871
4 1.2487512488
7 1.5923566879
93 1.7730496454
114 1.9025875190
132 2.1079258010
179 2.1367521368
220 2.4366471735
323 2.7839643653
397 2.8344671202
500 2.8868360277
1319 2.9976019185
2341 3.1806615776
2734 3.3156498674
4874 3.6231884058
4947 3.7091988131
5005 1.3340448239
evaluations raw_y
1 1.4188422247
5 1.5151515152
6 1.6960651289
10 2.1079258010
264 2.3629489603
297 2.3992322457
322 2.4366471735
325 2.5562372188
340 2.7839643653
609 3.1172069825
720 3.1806615776
2240 3.3875338753
5005 1.3572204126
evaluations raw_y
1 1.1563367253
3 1.1916110582
4 1.2100677638
5 1.4060742407
19 1.6254876463
48 1.7730496454
99 2.0798668885
260 2.1367521368
334 2.3277467412
340 2.4366471735
469 2.5562372188
566 2.5987525988
703 2.6427061311
719 2.6881720430
841 2.7352297593
989 2.7839643653
1490 3.0562347188
4181 3.3156498674
5005 1.9025875190
evaluations raw_y
1 0.9819324430
2 1.3935340022
7 1.4723203769
8 1.6600265604
14 1.7146776406
18 1.8796992481
86 2.3277467412
117 2.5987525988
276 3.1172069825
1586 3.4626038781
5005 1.1563367253
evaluations raw_y
1 1.1737089202
2 1.3691128149
10 1.4723203769
25 1.7146776406
27 1.8355359765
46 2.0525451560
155 2.1367521368
162 2.2603978300
179 2.3992322457
294 2.4366471735
327 2.9411764706
559 3.9936102236
5005 1.5151515152
evaluations raw_y
1 1.1071744907
2 1.5299877601
16 1.6600265604
24 1.9500780031
35 2.0259319287
92 2.2281639929
236 2.7839643653
552 3.6231884058
5005 0.8771929825
evaluations raw_y
1 1.1230907457
2 1.5151515152
18 1.7337031900
31 1.9025875190
92 1.9747235387
98 2.1663778163
150 2.1968365554
185 2.2603978300
495 2.5987525988
743 2.8868360277
1951 2.9411764706
4486 2.9976019185
5005 1.6425755585
evaluations raw_y
1 1.9747235387
15 2.0259319287
32 2.1367521368
82 2.2603978300
111 2.5150905433
128 2.6881720430
223 3.0562347188
418 3.4626038781
1844 3.5410764873
2021 3.7091988131
2904 4.4483985765
5005 1.4585764294
evaluations raw_y
1 1.3572204126
2 2.0798668885
160 2.7839643653
315 3.1806615776
1104 3.7091988131
5005 1.8355359765
evaluations raw_y
1 0.8626639061
2 1.1649580615
5 1.5923566879
33 1.7730496454
104 1.9500780031
159 2.1079258010
168 2.1367521368
176 2.3992322457
205 2.8344671202
450 2.8868360277
1173 3.3156498674
5005 1.5605493134
evaluations raw_y
1 1.6600265604
13 1.6960651289
31 2.1367521368
80 2.3277467412
168 2.3629489603
202 2.4752475248
306 2.6427061311
498 2.7352297593
562 3.0562347188
1446 3.1806615776
1501 3.3156498674
1571 3.3875338753
4779 3.6231884058
5005 2.1663778163
evaluations raw_y
1 1.1737089202
2 1.5006002401
18 1.5451174289
19 1.5605493134
23 1.6087516088
65 1.8142235123
85 1.9747235387
157 2.1968365554
249 2.2935779817
305 2.8344671202
1038 3.1172069825
5005 2.2281639929
evaluations raw_y
1 1.5923566879
7 1.6254876463
15 1.7337031900
16 2.0000000000
20 2.1663778163
125 2.3277467412
203 2.5562372188
277 3.1172069825
2818 3.3156498674
5005 2.1663778163
evaluations raw_y
1 1.2100677638
5 1.5923566879
6 1.6425755585
46 1.8142235123
66 1.9025875190
84 2.1367521368
152 2.1663778163
172 2.2281639929
259 2.3629489603
280 2.4366471735
562 2.7352297593
1815 3.0562347188
2074 3.2467532468
5005 1.4318442153
evaluations raw_y
1 1.2899896801
3 1.3572204126
6 1.5006002401
14 2.2281639929
178 2.3629489603
276 2.4366471735
307 2.5150905433
517 2.5987525988
601 2.8344671202
911 2.9411764706
955 3.0562347188
1000 3.3875338753
1091 3.7091988131
5005 1.2899896801
evaluations raw_y
1 1.0692899914
5 1.3007284079
11 1.6600265604
30 1.7730496454
33 2.0525451560
168 2.1367521368
213 2.1968365554
247 2.2935779817
335 2.3629489603
353 2.3992322457
711 2.4366471735
796 2.7352297593
992 3.0562347188
1785 3.1806615776
2374 3.4626038781
2435 3.5410764873
2614 3.9936102236
5005 1.7531556802
evaluations raw_y
1 1.0692899914
3 1.1737089202
6 1.4318442153
38 1.4863258026
47 1.5299877601
49 1.6087516088
52 1.7146776406
58 2.0525451560
130 2.2281639929
206 2.4752475248
342 2.7352297593
850 2.7839643653
1022 2.9411764706
1105 3.2467532468
5005 1.1737089202
evaluations raw_y
1 0.9077705156
2 0.9349289454
4 1.0620220901
5 1.0993843448
6 1.6425755585
79 1.8355359765
88 1.9747235387
108 2.0000000000
110 2.0525451560
134 2.3992322457
143 2.8344671202
294 3.5410764873
5005 1.3116474292
evaluations raw_y
1 1.4188422247
4 1.4863258026
25 1.5151515152
27 1.5299877601
28 1.6600265604
39 1.7934002869
45 1.8573551263
49 2.0000000000
64 2.1367521368
195 2.5987525988
539 3.0562347188
625 3.7091988131
5005 1.6600265604
evaluations raw_y
1 0.6589351608
2 0.8871540099
3 1.1312217195
5 1.2588116818
6 1.2690355330
8 1.2899896801
15 1.3572204126
24 1.4723203769
73 1.5451174289
79 1.7146776406
99 1.9260400616
119 2.0259319287
123 2.1079258010
278 2.5562372188
550 3.3875338753
5005 1.7337031900
evaluations raw_y
1 1.1150758252
2 1.4723203769
8 1.5006002401
11 1.7337031900
30 2.0000000000
97 2.3629489603
230 2.3992322457
274 2.4366471735
334 2.4752475248
442 2.6427061311
561 2.7839643653
763 3.3156498674
1511 3.3875338753
2646 3.6231884058
5005 2.0000000000
evaluations raw_y
1 0.4553734062
2 1.1230907457
4 1.2388503469
5 1.6254876463
7 1.6425755585
50 1.6778523490
92 2.0259319287
107 2.0525451560
222 2.1367521368
265 2.1663778163
337 2.2281639929
409 2.3992322457
468 2.6427061311
884 2.7352297593
1345 2.9976019185
1397 3.0562347188
3499 3.2467532468
5005 1.7730496454
evaluations raw_y
1 1.2007684918
3 1.3935340022
7 1.4318442153
9 1.5151515152
12 1.6600265604
70 1.7146776406
80 1.7337031900
89 2.1079258010
115 2.3277467412
265 2.6427061311
292 2.6881720430
570 2.7839643653
1281 2.9976019185
2804 3.0562347188
3464 3.7091988131
5005 1.6087516088
evaluations raw_y
1 1.1916110582
2 1.3116474292
3 1.4318442153
11 1.6600265604
23 1.7146776406
46 1.7531556802
70 1.8142235123
134 2.8868360277
573 3.1806615776
1218 3.2467532468
3434 3.3156498674
4317 3.5410764873
4466 3.8940809969
5005 1.6087516088
evaluations raw_y
1 1.1150758252
4 1.4585764294
13 1.9025875190
106 1.9260400616
119 2.0000000000
129 2.4366471735
142 2.5562372188
364 3.1806615776
3046 3.6231884058
5005 1.2291052114
evaluations raw_y
1 1.1825922422
5 1.3340448239
6 1.3572204126
8 1.6254876463
20 2.1367521368
103 2.5150905433
122 3.0562347188
439 3.3156498674
5005 1.8142235123
evaluations raw_y
1 1.2487512488
5 1.6778523490
14 1.8355359765
39 2.2281639929
101 2.4752475248
124 2.5987525988
830 2.9976019185
3639 3.0562347188
5005 1.2588116818
evaluations raw_y
1 1.2100677638
2 1.4450867052
4 1.5451174289
8 1.6960651289
14 1.8573551263
92 2.4752475248
267 2.5987525988
384 2.6427061311
414 3.5410764873
5005 1.4318442153
evaluations raw_y
1 0.7163323782
2 0.9130752374
4 1.1230907457
6 1.1825922422
11 1.3007284079
12 1.3812154696
13 2.0798668885
171 2.2281639929
216 2.4366471735
261 2.8344671202
530 3.4626038781
5005 1.2487512488
evaluations raw_y
1 1.1071744907
5 1.5299877601
8 2.0798668885
211 2.1367521368
230 2.2935779817
250 2.5562372188
615 3.1806615776
1133 3.3156498674
1604 3.7091988131
5005 1.3116474292
evaluations raw_y
1 0.5330490405
2 1.3116474292
5 1.3572204126
6 1.9260400616
104 2.0259319287
211 2.1367521368
264 2.3992322457
365 2.7839643653
541 2.9976019185
770 3.2467532468
2142 3.3875338753
5005 1.2690355330
evaluations raw_y
1 0.8821453776
2 1.3007284079
4 1.4723203769
29 1.5299877601
50 1.5451174289
69 1.6254876463
96 1.6600265604
98 1.7146776406
99 1.9025875190
152 2.0259319287
204 2.2935779817
236 2.3992322457
481 2.4366471735
607 2.7352297593
1025 2.7839643653
1061 3.0562347188
3190 3.4626038781
3481 3.5410764873
5005 1.4188422247
evaluations raw_y
1 1.4585764294
12 1.5451174289
18 1.7337031900
19 2.3277467412
191 2.7839643653
207 3.3156498674
748 3.5410764873
5005 0.9077705156
evaluations raw_y
1 1.0137875101
2 1.2899896801
4 1.3340448239
7 1.6425755585
13 1.9260400616
185 2.0525451560
260 2.3992322457
275 2.8344671202
777 3.1806615776
863 3.3875338753
4441 3.7091988131
5005 1.1230907457
evaluations raw_y
1 1.2291052114
4 1.4450867052
18 1.6960651289
53 1.7146776406
110 1.7531556802
121 1.7934002869
124 2.0798668885
248 2.3277467412
341 2.9411764706
516 3.2467532468
1249 3.5410764873
2727 3.7993920973
5005 1.2388503469
evaluations raw_y
1 0.9349289454
5 1.2195121951
6 1.3455328310
10 2.0525451560
127 2.5987525988
294 3.0562347188
1268 3.4626038781
5005 0.9819324430
evaluations raw_y
1 1.2794268168
5 1.3812154696
13 1.5605493134
15 1.6425755585
16 1.6600265604
28 2.1968365554
100 2.2603978300
149 2.2935779817
186 2.4366471735
215 2.5150905433
366 2.7352297593
480 2.8344671202
1037 3.1806615776
2045 3.3156498674
2142 3.6231884058
5005 1.7531556802
evaluations raw_y
1 1.2388503469
6 1.5451174289
28 1.7337031900
45 1.9500780031
61 2.1079258010
107 2.1367521368
108 2.3629489603
152 2.5562372188
177 3.6231884058
5005 1.3227513228
evaluations raw_y
1 0.9349289454
3 1.7146776406
75 1.8796992481
142 2.0525451560
224 2.0798668885
254 2.2281639929
274 2.7839643653
399 2.9976019185
743 3.2467532468
3698 3.3156498674
3917 3.6231884058
5005 1.5299877601
evaluations raw_y
1 0.9130752374
2 1.0477787091
5 1.0692899914
6 1.4723203769
7 1.4863258026
41 1.6087516088
85 2.2603978300
126 2.2935779817
157 2.5562372188
250 3.1172069825
5005 1.5451174289
evaluations raw_y
1 1.2487512488
8 1.6600265604
19 1.6960651289
79 1.8142235123
157 1.9025875190
174 1.9500780031
178 2.1079258010
291 2.2935779817
355 2.7839643653
2214 2.9976019185
5005 1.1649580615
evaluations raw_y
1 0.6617257808
2 1.3340448239
3 2.2281639929
156 2.2935779817
385 2.3992322457
475 2.5562372188
591 2.8344671202
803 3.1806615776
1431 3.2467532468
3713 3.5410764873
3853 4.2087542088
5005 1.6778523490
evaluations raw_y
1 1.0917030568
2 1.2690355330
3 1.6960651289
21 1.8355359765
77 2.3992322457
435 2.4366471735
495 2.8868360277
1774 2.9411764706
1891 2.9976019185
2387 3.1806615776
5005 1.2588116818
evaluations raw_y
1 1.0204081633
2 1.5451174289
3 1.6778523490
10 2.0259319287
141 2.0798668885
257 2.1663778163
350 2.2603978300
394 2.3629489603
475 2.5150905433
478 2.7839643653
631 3.4626038781
5005 0.9349289454
evaluations raw_y
1 0.5294366794
2 0.7400828893
3 1.1916110582
4 1.2388503469
6 1.2588116818
12 1.4585764294
14 1.5762925599
43 1.5923566879
90 2.0798668885
108 2.1079258010
114 2.3992322457
234 2.5562372188
419 2.8344671202
650 2.9411764706
1166 3.0562347188
1236 3.1806615776
4147 3.3156498674
5005 1.7730496454
evaluations raw_y
1 0.7507507508
2 0.8350033400
3 0.9238728751
7 1.4060742407
10 1.4585764294
50 1.6087516088
65 1.7337031900
112 1.9260400616
123 2.1367521368
142 2.5150905433
313 2.5562372188
460 2.7352297593
768 2.8344671202
1307 2.9976019185
1419 3.2467532468
1948 3.3875338753
5005 1.5605493134
evaluations raw_y
1 0.5480052609
2 1.3935340022
7 1.4863258026
21 1.5762925599
99 1.9500780031
136 1.9747235387
195 2.1968365554
317 2.5150905433
368 2.6881720430
369 2.9411764706
1566 3.0562347188
2152 3.1172069825
3587 3.2467532468
5005 1.5151515152
evaluations raw_y
1 1.1230907457
2 1.7146776406
10 1.7337031900
23 1.7531556802
37 2.1663778163
102 2.2603978300
177 2.3277467412
196 2.4752475248
258 2.5562372188
361 2.7352297593
563 2.7839643653
1660 3.1172069825
1825 3.2467532468
1844 3.5410764873
5005 1.2690355330
evaluations raw_y
1 1.1478420569
2 1.5299877601
46 1.9025875190
79 2.4366471735
204 2.5150905433
293 2.6881720430
1255 2.9411764706
1317 3.1806615776
3849 3.7091988131
4723 3.7993920973
5005 1.3691128149
evaluations raw_y
1 0.9944311854
2 1.7934002869
15 1.8796992481
35 2.3277467412
177 2.3629489603
242 2.4752475248
524 3.2467532468
5005 1.7337031900
evaluations raw_y
1 1.6254876463
17 1.7934002869
44 1.8142235123
53 2.0259319287
62 2.1079258010
255 2.8344671202
1395 3.1806615776
2049 3.4626038781
5005 1.6087516088
evaluations raw_y
1 0.9758001561
4 1.0692899914
5 1.1230907457
7 1.1737089202
9 1.3812154696
16 1.6960651289
38 1.9260400616
61 2.5562372188
332 2.8344671202
377 2.9976019185
623 3.1806615776
704 3.2467532468
1092 3.3156498674
4757 3.3875338753
4992 3.4626038781
5005 1.7337031900
evaluations raw_y
1 0.8007687380
2 0.9819324430
3 1.4863258026
6 2.1968365554
237 2.2281639929
341 2.2603978300
367 2.5150905433
402 2.6881720430
879 2.8344671202
1668 2.9411764706
2305 3.0562347188
2465 3.4626038781
2531 3.7091988131
2797 3.7993920973
5005 1.4723203769
evaluations raw_y
1 1.0477787091
2 1.3455328310
4 1.4723203769
7 1.7146776406
96 2.3629489603
128 2.6427061311
423 2.7352297593
455 2.9411764706
1222 3.4626038781
5005 1.5451174289
evaluations raw_y
1 1.1478420569
2 1.5923566879
3 1.9260400616
123 2.1079258010
132 2.1968365554
154 2.5150905433
259 2.6427061311
431 2.7352297593
583 2.9411764706
676 3.0562347188
2438 3.4626038781
3121 3.5410764873
5005 1.2690355330
evaluations raw_y
1 1.3227513228
2 1.8796992481
14 1.9260400616
21 2.0525451560
98 2.6427061311
260 2.8344671202
349 2.9976019185
2508 3.1806615776
2725 3.5410764873
5005 1.1649580615
evaluations raw_y
1 1.0548523207
4 1.2100677638
6 1.3007284079
12 1.3935340022
18 1.4060742407
19 1.4188422247
20 1.6600265604
36 1.8573551263
100 2.0798668885
110 2.4366471735
253 2.5987525988
831 2.9411764706
1285 3.2467532468
3316 3.3156498674
5005 1.9025875190
evaluations raw_y
1 0.6222000996
2 0.7692307692
4 1.1825922422
8 1.2100677638
15 1.2487512488
18 1.3116474292
28 1.5762925599
60 1.6254876463
64 1.6778523490
77 2.1079258010
98 2.1367521368
106 2.1663778163
156 2.2281639929
209 2.4752475248
263 2.6881720430
420 2.7352297593
553 3.1172069825
1569 3.1806615776
5005 1.1649580615
evaluations raw_y
1 1.2007684918
2 1.3227513228
4 1.6960651289
10 1.7531556802
50 1.8355359765
84 1.9260400616
85 2.0000000000
100 2.2935779817
191 2.5150905433
503 2.5987525988
758 2.8344671202
807 3.1172069825
874 3.4626038781
5005 1.5451174289
evaluations raw_y
1 1.7531556802
14 1.9747235387
49 2.0000000000
69 2.1367521368
137 2.2935779817
185 2.5562372188
267 2.5987525988
354 2.6427061311
540 2.7839643653
579 3.1806615776
599 3.4626038781
3081 3.7091988131
5005 1.7934002869
evaluations raw_y
1 1.2100677638
2 1.3007284079
7 1.4450867052
15 1.5923566879
22 1.6087516088
23 1.9260400616
80 1.9500780031
135 2.0525451560
145 2.4366471735
162 2.7352297593
664 3.2467532468
727 3.3156498674
5005 2.0259319287
evaluations raw_y
1 1.7934002869
10 1.8573551263
33 1.9260400616
34 2.0000000000
96 2.1968365554
240 2.3992322457
483 2.5562372188
531 2.6427061311
575 2.7839643653
642 2.9411764706
1637 3.1806615776
2975 3.5410764873
5005 1.3340448239
evaluations raw_y
1 1.0993843448
2 1.4188422247
3 1.4585764294
8 1.4863258026
11 1.6778523490
17 1.6960651289
21 2.1079258010
152 2.2281639929
175 2.5150905433
258 2.5562372188
671 2.7352297593
785 4.4483985765
5005 1.5006002401
evaluations raw_y
1 0.7768800497
2 1.2100677638
3 1.7337031900
9 1.7531556802
63 1.9260400616
69 2.0525451560
114 2.2935779817
172 2.5987525988
297 2.6427061311
744 3.0562347188
1511 3.2467532468
5005 1.5299877601
evaluations raw_y
1 0.8771929825
2 1.3691128149
3 1.4318442153
4 1.4723203769
61 1.5151515152
93 1.6425755585
110 1.6960651289
145 1.7146776406
154 1.7730496454
217 1.8573551263
271 1.9260400616
288 2.1663778163
340 2.6427061311
413 2.7352297593
468 2.7839643653
1637 3.1806615776
1771 3.7091988131
5005 1.0072522160
evaluations raw_y
1 1.3812154696
13 2.3992322457
347 2.5987525988
384 2.7839643653
557 2.9976019185
810 3.0562347188
1469 3.1172069825
1640 3.1806615776
3272 3.2467532468
5005 1.7337031900
evaluations raw_y
1 1.4318442153
8 1.5006002401
24 1.6778523490
47 1.6960651289
60 1.7146776406
71 1.7730496454
83 1.7934002869
168 2.5150905433
271 3.4626038781
5005 1.5605493134
evaluations raw_y
1 1.5451174289
16 1.6087516088
24 1.6254876463
30 1.7730496454
44 1.9747235387
113 2.6427061311
302 3.1172069825
371 3.3156498674
3041 3.3875338753
5005 1.2690355330
evaluations raw_y
1 1.0407993339
2 1.1394712853
4 1.2588116818
5 1.3572204126
9 1.5605493134
11 1.7531556802
31 1.9025875190
107 2.2281639929
188 2.4752475248
243 2.5562372188
362 2.7352297593
983 3.0562347188
1028 3.3875338753
1395 3.5410764873
5005 0.8626639061
evaluations raw_y
1 0.5699954400
2 0.7331378299
3 1.2794268168
5 2.3629489603
136 2.4752475248
397 2.6881720430
685 2.7352297593
777 2.8868360277
1783 2.9411764706
4575 3.1806615776
5005 1.4723203769
